_id,name,bID,address,tel,category,mainMn,price,menu,opngTm,rating,rvwCnt,img,tags
72,알라프리마,,서울시 강남구 논현동 42-6 1F,02-511-2555,이탈리안,lunch tasting course,"88,000원","lunch tasting course:88,000원//dinner tasting course:178,000원//",12:00 - 21:00,4.7,64,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/63176_1468144532794478.jpg,"미쉘린, 알라프리마, 엠트, 이탈리아, 점심"
73,톡톡,,서울시 강남구 청담동 69-5 리유빌딩 3F,02-542-3030,이탈리안,Lunch Course,55000,"Lunch Course:55,000원//Weekend Lunch Course:65,000원//Dinner Course:130,000원//Cold Lobster Pasta:35,000원//Wando Abalone Risotto:42,000원/",12:00 - 22:00,4.6,141,https://mp-seoul-image-production-s3.mangoplate.com/12873_1435484239422,"파스타, 톡톡, 켈프, 쿠키, 리소토"
74,나카노라멘,,서울시 성북구 동선동1가 85-36,02-953-6256,라멘 / 소바 / 우동,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,월-토: 11:00 - 21:00 일: 12:00 - 21:00,3.4,10,https://mp-seoul-image-production-s3.mangoplate.com/621267_1504532149148724.jpg,"라면, 브로스, 냉, 니트, 서치"
75,카페그레도,,서울시 성북구 석관동 168-23 1F,070-8290-3033,카페 / 디저트,국산팥 앙버터,"3,800원","국산팥 앙버터:3,800원//유기농 아메리카노:4,000원//프랑스 고메 버터 프레첼:3,800원//인절미 팡도르:4,800원//큰로아상:3,500원//",09:00 - 22:00,3.7,9,https://mp-seoul-image-production-s3.mangoplate.com/1572468_1598791591212285.jpg,"빵, 베이커리, 석계, 케이크, 타입"
76,이디야커피랩,,서울시 강남구 논현동 221-17,02-545-6467,카페 / 디저트,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,07:30 - 02:00,4.3,87,https://mp-seoul-image-production-s3.mangoplate.com/639344_1509599924180843.jpg,"이디야, 커피, 랩, 이디야, 카페"
77,음,,서울시 강남구 논현동 11-5,02-540-4777,기타 일식,세이로무시 (중),68000,"세이로무시 (중):68,000원//도나베 스지오뎅:35,000원//타코 가라아게:16,000원//살치살구이:29,000원//타코와사비:12,000원/",17:00 - 24:00,4.3,26,https://mp-seoul-image-production-s3.mangoplate.com/190255_1426136221533,"세이로무시, 채소, 목, 굿, 음"
78,란주쿠,,서울시 강남구 삼성동 149-24 예논빌딩,02-539-6323,이자카야 / 오뎅 / 꼬치,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,18:00 - 02:00,4.3,9,https://mp-seoul-image-production-s3.mangoplate.com/363010/1245199_1547044755715_11984,"란주쿠, 사바보, 와라야키, 병, 고등어"
79,오박사네왕돈가스,,서울시 성북구 성북동 131-32,02-3673-5730,기타 한식,돈가스,9500,"돈가스:9,500원//비후가스:11,000원//생선가스:9,500원//치즈돈가스:11,000원//오박사정식:11,000원/",09:00 - 23:00,3.4,22,https://mp-seoul-image-production-s3.mangoplate.com/2744/499239_1458262925889_65660,"돼지고기, 돈카스, 돈카스, 차,상"
80,페페로니,,서울시 마포구 합정동 473 딜라이트스퀘어2차,010-9567-0629,퓨전 양식,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,화-금: 18:00 - 24:00 토-일: 12:00 - 24:00,4.3,7,https://mp-seoul-image-production-s3.mangoplate.com/5475_1588140130369745.jpg,"와인, 천연, 바, 페페로니, 프로"
81,당신의나의케이크,,서울시 성북구 동선동2가 295,02-922-2016,카페 / 디저트,아메리카노,"2,500원","아메리카노:2,500원//아이스 아메리카노:3,500원//얼그레이쇼콜라(조각):6,000원//녹차티라미수:6,000원//딸기케이크:6,000원//",12:00 - 20:00,3.4,13,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/242283_1477805525120293.jpg,"케이크, 시트, 티라미수, 티아, 초크"
82,만두집,,서울시 강남구 신사동 661-1,02-544-3710,탕 / 찌개 / 전골,만두전골,60000,"만두전골:60,000원//만두국:12,000원//빈대떡:20,000원//고추천:20,000원//비지:10,000원/",11:00 - 21:00,4.3,50,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/618033_1490435515142556.jpg,"만두, 덤플링, 수프, 미셀린, 평양"
83,강화통통생고기,,서울시 마포구 서교동 444-2,02-322-1838,고기 요리,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,17:00 - 05:00,4.3,26,https://mp-seoul-image-production-s3.mangoplate.com/832260_1538992729782935.jpg,"통, 고기, 벨리, 돼지고기, 거북이"
84,앤드밀,,서울시 성동구 성수동1가 8-29,010-4564-0919,카페 / 디저트,바질크림고구마,"9,000원","바질크림고구마:9,000원//바질 토마토 파니니:9,000원//우가파워 파니니:9,000원//구황작물샐러드:9,500원//토마토 야채 스프:7,000원//",월-토: 11:00 - 20:30 일: 12:00 - 19:30,3.9,25,https://mp-seoul-image-production-s3.mangoplate.com/26135_1598948464679641.jpg,"샌드위치, 바질, 토마토, 감자, 그리고 식사"
85,어펄슨,,서울시 성북구 안암동5가 101-47 B1,02-929-0613,기타 양식,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,월-금: 11:00 - 24:00 토-일: 17:00 - 23:00,3.8,8,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/611543_1483884750657558.jpg,"피자, 버거, 샴, 애넘, 피"
86,스시카나에,,서울시 강남구 청담동 96-22 노노빌딩 2F,02-516-3350,회 / 스시,런치 오마카세,60000,"런치 오마카세:60,000원//디너 오마카세:120,000원/",12:00 - 22:00,4.8,59,https://mp-seoul-image-production-s3.mangoplate.com/384189/244033_1561689612351_356009,"초밥, 스시카나에, 오마카세, 카나에, 셰프"
87,DOMA,,서울시 강남구 도곡동 423-10 B1,02-6925-4894,스테이크 / 바베큐,엘본스테이크,"85,000원","엘본스테이크:85,000원//도마런치세트(2인):40,000원//티본스테이크:89,000원//토마호크스테이크(4인분 예약제):195,000원//감자튀김:8,000원//",11:00 - 23:00,4.5,81,https://mp-seoul-image-production-s3.mangoplate.com/871840_1507801150413742.jpg,"스테이크, 도마, 고기, 좋은 샐러드"
88,오펠레,,서울시 마포구 염리동 161-5,02-707-2712,카페 / 디저트,에스프레소,"4,500원","에스프레소:4,500원//아메리카노:4,500원//아메리카노 ICE:4,800원//아인슈페너:7,000원//",월-금: 11:30 - 22:00 토: 13:00 - 22:00,4.3,9,https://mp-seoul-image-production-s3.mangoplate.com/47875_1599717990602878.jpg,"큐어, 오펠, 앰픽, 직사각형, 리큐탄트"
89,요요스시,,서울시 마포구 서교동 394-57,02-333-1944,회 / 스시,런치세트,"9,900원","런치세트:9,900원//요요초밥:16,000원//모듬초밥:13,000원//도로초밥:25,000원//참다랑어모듬:65,000원//",11:30 - 22:30,4.3,35,https://mp-seoul-image-production-s3.mangoplate.com/225013/qkmliticplpsb3.jpg,"초밥, 요요, 맛있고, 요요수시, 합정"
90,와플앨리,,서울시 성북구 안암동5가 86-152,02-928-3115,카페 / 디저트,업데이트 준비중입니다.,"2,600원","와플:2,600원//아메리카노:3,800원//Open-12:00 아메리카노:2,000원//(오픈할인은 주말,공휴일 제외):무료//커피류 테이크아웃:3,000원//",평일 11:00 - 23:00,3.9,16,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/611543_1472407178344756.jpg,"젤라토, 와플, 와플, 메이플, 크림"
91,하노이바게트,,서울시 성동구 성수동1가 685-696 갤러리아포레 101동 105호,02-6401-9055,베트남 음식,베트남연유커피,4300,"베트남연유커피:4,300원//포크바게트:7,000원//치킨바게트:7,000원/",11:00 - 19:30,4,38,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/440155_1461665043633650.jpg,"안티, 바게트, 아메리칸, 바게트, 비에트나메스"
92,야마토텐동,,서울시 성북구 안암동5가 93-15,02-6326-1055,돈부리 / 일본 카레 / 벤토,업데이트 준비중입니다.,"13,000원","규텐동:13,000원//크레미아:변동//에비텐동:10,000원//부타텐동:10,000원//토리텐동:10,000원//",11:30 - 21:30,4,26,https://mp-seoul-image-production-s3.mangoplate.com/1694255_1599131516446669.jpg,"텐동, 튀김, 토리텐, 동, 부타텐"
93,할머니의레시피,,서울시 성동구 성수동1가 668-108,02-467-5101,한정식 / 백반 / 정통 한식,점심특선,8000,"점심특선:8,000원//숨뼈국:10,000원//얼큰숨뼈국:11,000원//바싹 불고기:22,000원//제육볶음:18,000원/",11:30 - 22:00,3.9,77,https://mp-seoul-image-production-s3.mangoplate.com/461033_1526444797645349.jpg,"할머니, 쌀, 레시피, 소금, 음식"
94,영동소금구이,,서울시 강남구 논현동 163 1F,02-547-6351,고기 요리,영동소금구이,"13,000원","영동소금구이:13,000원//",15:00 - 02:00,4.4,19,https://mp-seoul-image-production-s3.mangoplate.com/86746/34440_1439030442028833341,"고기, 한우, 좋은, 좋은, 좋은, 좋은, 맛있는"
95,228-9,,서울시 마포구 연남동 228-9,070-4244-2289,카페 / 디저트,드립커피,4800,"드립커피:4,800원//비엔나커피:5,800원//플레인 프렌치토스트:6,000원//초코 프렌치토스트:7,000원/",13:00 - 22:00,4.4,122,https://mp-seoul-image-production-s3.mangoplate.com/187554/451895_1468060597910_42965,"비엔나, 커피, 크림, 비엔세,228"
96,밍글스,,서울시 강남구 청담동 94-6 힐탑빌딩 2F,02-515-7306,퓨전 한식,런치 코스,75000,"런치 코스:75,000원//디너코스:150,000원/",월-금: 12:00 - 22:30 토: 12:00 - 22:00,4.3,57,https://mp-seoul-image-production-s3.mangoplate.com/534816_1512011342002740.jpg,"밍글스, 한국, 음식, 창조, 좋은"
97,로우키,,서울시 성동구 성수동2가 302-16,"
카페 / 디저트
",업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,"








",4.1,31,https://mp-seoul-image-production-s3.mangoplate.com/supporters_admin/1jupzcjh_1squh.jpg,"커피, 카페, 아무니, 아메리카노이트, 제누인"
98,떡뽀이,,서울시 성북구 안암동5가 15-32,02-988-1472,기타 한식,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,10:00 - 04:00,3.3,18,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurant/141465_143611254015112941,"떡볶이, 투나, 이벤트, 케이크, 라이스"
99,마담밍,,서울시 강남구 대치동 889-65 1F,02-567-6992,정통 중식 / 일반 중식,쟁반짜장 (2인분),20000,"쟁반짜장 (2인분):20,000원//짬뽕냉면:9,000원//마라탕면:13,000원//삼선 짬뽕:9,000원/",11:30 - 22:00,4.4,130,https://mp-seoul-image-production-s3.mangoplate.com/52/245306_1450081291607_39499,"챔폰, 샹폰, 콜드, 누들, 중국어"
100,부타이,,서울시 강남구 대치동 956-6 B1,02-544-8422,정통 일식 / 일반 일식,마제소바,"10,000원","마제소바:10,000원//돈카츠정식:14,000원//가츠산도:12,000원//에비히레카츠정식:19,500원//에비로스카츠정식:18,500원//",11:30 - 21:00,4.3,118,https://mp-seoul-image-production-s3.mangoplate.com/596640_1587648218071805.jpg,"마제소바, 부타이, 마제소바, 카츠산도,삼성"
101,우마텐,,서울시 강남구 신사동 661-10 B1,02-548-5833,돈부리 / 일본 카레 / 벤토,우마텐동,9000,"우마텐동:9,000원//에비텐동:12,000원//아나고텐동:13,500원//스페셜텐동:16,000원//울드라우마텐동:21,000원/",15:00 - 18:00,4.3,142,https://mp-seoul-image-production-s3.mangoplate.com/332874/834160_1567032268585_3719,"텐동, 우마텐, 우마텐, 튀김, 분"
102,Burger Bible,,서울시 성북구 동선동2가 3-6 1F,02-6407-8202,브런치 / 버거 / 샌드위치,USA버거,"10,500원","USA버거:10,500원//바이블버거:9,500원//아스파라거스버거:13,000원//우마미버거:9,000원//쉬림프버거:8,800원//",11:00 - 22:00,4,20,https://mp-seoul-image-production-s3.mangoplate.com/888465_1510454070258024.jpg,"햄버거, 패티, 맥볼, 집에서 만든 아스파라거스"
103,비야,,서울시 성북구 안암동5가 15-85 1F,02-923-6070,탕 / 찌개 / 전골,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,10:00 - 22:00,3.4,25,https://mp-seoul-image-production-s3.mangoplate.com/41562/20140804_191/judy94s_1407119038953qs3yp_jpeg/20140606_195155.jpg,"스튜, 스튜, 가방, 프라이스, 가격"
104,원조닭한마리,,서울시 성북구 안암동5가 15-85 2F,02-925-8874,닭 / 오리 요리,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,10:00 - 22:00,3.3,16,https://mp-seoul-image-production-s3.mangoplate.com/191893_1425902748060,"닭,마리,칼국수,샤부,수프"
105,훼미리손칼국수,,서울시 성동구 성수동1가 656-970,02-463-5036,국수 / 면 요리,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,21:30,4.1,10,https://mp-seoul-image-production-s3.mangoplate.com/501882_1503570114994736.jpg,"쫄깃쫄깃한 보삼, 누들, 갈국수, 덤플링"
106,초밥좋은날,,서울시 성북구 동소문동5가 107,02-924-0933,회 / 스시,오늘초밥,"12,000원","오늘초밥:12,000원//특선초밥:15,000원//스페셜초밥:18,000원//우동정식, 모밀정식 각:8,000원//모듬회:38,000~75,000원//",일-목: 11:30 - 23:30 금-토: 11:30 - 01:00,3.6,41,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/455311_1457801274463791.jpg,"초밥, 우든, 셋, 오늘, 에이트"
107,스기타마,,서울시 강남구 청담동 7-27 101호,010-4760-8004,이자카야 / 오뎅 / 꼬치,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,18:30 - 02:00,4.6,14,https://mp-seoul-image-production-s3.mangoplate.com/722502_1555594183092059.jpg,"사케, 구기타마, 규지, 가쓰로, 나마자케"
108,뺑드미,,서울시 성동구 행당동 1-90,070-4250-2338,베이커리,우유식빵,4500,"우유식빵:4,500원//오징어먹물 치아바타:2,500원//치즈 올리브 치아바타:2,500원//깜빠뉴:5,000원//플레인스콘:2,000원/",11:00 - 21:00,4,71,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/441479_1454990120584.jpg,"빵, 크림, 치아바타, 초콜릿, 치즈"
109,하노이별,,서울시 성북구 안암동5가 101-19 1F,02-953-7470,베트남 음식,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,10:30 - 21:00,3.2,16,https://mp-seoul-image-production-s3.mangoplate.com/41262_1418860287808,"포티, 누들, 라이스, 비에트나메세, 월남삼"
110,대도식당,,서울시 성동구 홍익동 431,02-2292-9772,고기 요리,한우등심 (200g),42000,"한우등심 (200g):42,000원//깍두기볶음밥(1인분):4,000원/",11:00 - 22:00,3.8,86,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/508433_1458636826393116.jpg,"시를로인, 한우, 썸즈,42, 보이"
111,스시키,,서울시 강남구 역삼동 683-2 운경빌딩 1F,02-539-2008,회 / 스시,런치 오마카세,45000,"런치 오마카세:45,000원//디너 스시오마카세:90,000원//디너 사시미오마카세:110,000원/",12:00 - 22:00,4.6,29,https://mp-seoul-image-production-s3.mangoplate.com/844626_1508315202030131.jpg,"초밥, 스시키, 포인트, 디너, 셰프"
112,슬로우치즈,,서울시 강남구 청담동 11-1,02-517-7172,브런치 / 버거 / 샌드위치,mozzarella fior di latte 샐러드,"18,000원","mozzarella fior di latte 샐러드:18,000원//americano:4,500원//latte:5,000원//sparkling water:4,000원//prosecco:11,000원//","일, 월",4.5,49,https://mp-seoul-image-production-s3.mangoplate.com/355430/810572_1561943926719_106693,"치즈, 모짜렐라, 부라타, 토스트, 슬로우"
113,일락,,서울시 성동구 행당동 19-45 1F,070-7584-6227,라멘 / 소바 / 우동,업데이트 준비중입니다.,업데이트 준비중입니다.,업데이트 준비중입니다.,11:00 - 20:40,3.7,32,https://mp-seoul-image-production-s3.mangoplate.com/48866/702048_1500200819516_702048_1500197338214_19428,"라면, 코트,왕심니, 부타, 대학교"
114,두꺼비숙성횟집,,서울시 마포구 서교동 331-1,02-336-5215,이자카야 / 오뎅 / 꼬치,숙성회 중,"68,000원","숙성회 중:68,000원//숙성회 소:55,000원//숙성회 대:88,000원//게구리라면:6,000원//셀프 날치알숙성회 마끼:7,000원//",일-목: 18:00 - 05:00 금-토: 17:00 - 05:00,4.2,7,https://mp-seoul-image-production-s3.mangoplate.com/1382960_1581486086530445.jpg,"노화, 숙성, 홍대, 굿, 준마이사케"
115,오스테리아꼬또,,서울시 강남구 신사동 624-20,02-518-1962,이탈리안,"브레이징한 갈비 크로켓, 샤프란 리조또","28,000원","브레이징한 갈비 크로켓, 샤프란 리조또:28,000원//필리치즈 스테이크 피자:25,000원//포르치니 럽 채끝등심 스테이크:58,000원//꽃갈비 라구, 빠빠델레:26,000원//꽃게와 스캘럽의 로제 스파게티:28,000원//",11:30 - 22:00  ,4.3,59,https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/247128_145539175833343.jpg,"피자, 좋은 치즈,테라스, 문어"
